Name,API Name,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
I3 High I/O Eight Extra Large,i3.8xlarge,"425,305.688",Storage optimized,113.0 fps,244 GiB,32 vCPUs,7600 GB (4×1900 GB NVMe SSD),10 Gigabit,$2.496 hourly,$1.714 hourly,$0.7016 hourly,$3.968 hourly,$3.186 hourly
I3 High I/O Large,i3.large,"30,350.549",Storage optimized,12.0 fps,15.25 GiB,2 vCPUs,475 GB NVMe SSD,Up to 10 Gigabit,$0.156 hourly,$0.107 hourly,$0.026 hourly,$0.248 hourly,$0.199 hourly
I3 High I/O Metal,i3.metal,,Storage optimized,,488 GiB,64 vCPUs,EBS only,20 Gigabit,$4.992 hourly,,,$7.936 hourly,
I3 High I/O Extra Large,i3.xlarge,"52,721.761",Storage optimized,17.0 fps,30.5 GiB,4 vCPUs,950 GB NVMe SSD,Up to 10 Gigabit,$0.312 hourly,$0.214 hourly,$0.1245 hourly,$0.496 hourly,$0.398 hourly
I3EN 12xlarge Extra Large,i3en.12xlarge,"700,661.736",Storage optimized,156.0 fps,384 GiB,48 vCPUs,30000 GB (4×7500 GB NVMe SSD),50 Gigabit,$5.424 hourly,$3.694 hourly,$1.9853 hourly,$7.632 hourly,$5.902 hourly
I3EN 24xlarge,i3en.24xlarge,"1,364,605.544",Storage optimized,173.0 fps,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),100 Gigabit,$10.848 hourly,$7.388 hourly,$3.0108 hourly,$15.264 hourly,$11.804 hourly
I3EN Double Extra Large,i3en.2xlarge,"127,206.233",Storage optimized,46.0 fps,64 GiB,8 vCPUs,5000 GB (2×2500 GB NVMe SSD),Up to 25 Gigabit,$0.904 hourly,$0.616 hourly,$0.3118 hourly,$1.272 hourly,$0.984 hourly
I3EN 3xlarge,i3en.3xlarge,"184,482.935",Storage optimized,61.0 fps,96 GiB,12 vCPUs,7500 GB NVMe SSD,Up to 25 Gigabit,$1.356 hourly,$0.924 hourly,$0.3648 hourly,$1.908 hourly,$0.924 hourly
I3EN 6xlarge,i3en.6xlarge,"355,625.803",Storage optimized,125.0 fps,192 GiB,24 vCPUs,15000 GB (2×7500 GB NVMe SSD),25 Gigabit,$2.712 hourly,$1.847 hourly,$0.5964 hourly,$3.816 hourly,$1.847 hourly
I3EN Large,i3en.large,"27,121.096",Storage optimized,12.0 fps,16 GiB,2 vCPUs,1250 GB NVMe SSD,Up to 25 Gigabit,$0.226 hourly,$0.154 hourly,$0.0374 hourly,$0.318 hourly,$0.154 hourly
I3EN Metal,i3en.metal,"1,319,950.502",Storage optimized,175.0 fps,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),100 Gigabit,$10.848 hourly,$7.388 hourly,$1.5246 hourly,$15.264 hourly,$7.388 hourly
I3EN Extra Large,i3en.xlarge,"54,859.651",Storage optimized,19.0 fps,32 GiB,4 vCPUs,2500 GB NVMe SSD,Up to 25 Gigabit,$0.452 hourly,$0.308 hourly,$0.1227 hourly,$0.636 hourly,$0.492 hourly
I3P 16xlarge Extra Large,i3p.16xlarge,,Storage optimized,,488 GiB,64 vCPUs,EBS only,20 Gigabit,,,,,
I4G 16xlarge Extra Large,i4g.16xlarge,"1,271,186.441",Storage optimized,176.0 fps,512 GiB,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),37.5 Gigabit,$4.9421 hourly,$3.2071 hourly,$0.8396 hourly,,
I4G Double Extra Large,i4g.2xlarge,"155,018.731",Storage optimized,50.0 fps,64 GiB,8 vCPUs,1875 GB NVMe SSD,Up to 12 Gigabit,$0.6178 hourly,$0.4009 hourly,$0.0975 hourly,,
I4G Quadruple Extra Large,i4g.4xlarge,"311,284.047",Storage optimized,94.0 fps,128 GiB,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,$1.2355 hourly,$0.8018 hourly,$0.2215 hourly,,
I4G Eight Extra Large,i4g.8xlarge,"642,699.337",Storage optimized,150.0 fps,256 GiB,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),18.75 Gigabit,$2.471 hourly,$1.6036 hourly,$0.7226 hourly,,
I4G Large,i4g.large,"37,845.339",Storage optimized,12.0 fps,16 GiB,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,$0.1544 hourly,$0.1002 hourly,$0.02 hourly,,
I4G Extra Large,i4g.xlarge,"78,498.07",Storage optimized,26.0 fps,32 GiB,4 vCPUs,937 GB NVMe SSD,Up to 10 Gigabit,$0.3089 hourly,$0.2005 hourly,$0.0469 hourly,,
I4I 12xlarge Extra Large,i4i.12xlarge,"817,926.216",Storage optimized,219.0 fps,384 GiB,48 vCPUs,11250 GB (3×3750 GB NVMe SSD),28.12 Gigabit,$4.118 hourly,$2.672 hourly,$0.6005 hourly,$6.326 hourly,$4.88 hourly
I4I 16xlarge Extra Large,i4i.16xlarge,"1,102,497.847",Storage optimized,187.0 fps,512 GiB,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),37.5 Gigabit,$5.491 hourly,$3.563 hourly,$1.0695 hourly,$8.435 hourly,$6.507 hourly
I4I 24xlarge,i4i.24xlarge,"1,713,979.646",Storage optimized,237.0 fps,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),56.25 Gigabit,$8.2368 hourly,$5.3449 hourly,$1.3826 hourly,$12.6528 hourly,$9.7609 hourly
I4I Double Extra Large,i4i.2xlarge,"138,864.78",Storage optimized,56.0 fps,64 GiB,8 vCPUs,1875 GB NVMe SSD,Up to 12 Gigabit,$0.686 hourly,$0.445 hourly,$0.2068 hourly,$1.054 hourly,$0.813 hourly
I4I 32xlarge,i4i.32xlarge,"2,201,393.069",Storage optimized,221.0 fps,1024 GiB,128 vCPUs,30000 GB (8×3750 GB NVMe SSD),75 Gigabit,$10.9824 hourly,$7.1266 hourly,$2.676 hourly,$16.8704 hourly,$13.0146 hourly
I4I Quadruple Extra Large,i4i.4xlarge,"269,269.606",Storage optimized,99.0 fps,128 GiB,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,$1.373 hourly,$0.891 hourly,$0.4464 hourly,$2.109 hourly,$0.891 hourly
I4I Eight Extra Large,i4i.8xlarge,"552,605.448",Storage optimized,183.0 fps,256 GiB,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),18.75 Gigabit,$2.746 hourly,$1.782 hourly,$0.8342 hourly,$4.218 hourly,$1.782 hourly
I4I Large,i4i.large,"34,048.349",Storage optimized,14.0 fps,16 GiB,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,$0.172 hourly,$0.111 hourly,$0.029 hourly,$0.264 hourly,$0.203 hourly
I4I Metal,i4i.metal,"2,356,189.6",Storage optimized,259.0 fps,1024 GiB,128 vCPUs,30000 GB (8×3750 GB NVMe SSD),75 Gigabit,$10.982 hourly,$7.127 hourly,$1.4527 hourly,$16.87 hourly,$7.127 hourly
I4I Extra Large,i4i.xlarge,"66,786.326",Storage optimized,28.0 fps,32 GiB,4 vCPUs,937 GB NVMe SSD,Up to 10 Gigabit,$0.343 hourly,$0.223 hourly,$0.0945 hourly,$0.527 hourly,$0.223 hourly
I7I 12xlarge Extra Large,i7i.12xlarge,"1,053,401.609",Storage optimized,236.0 fps,384 GiB,48 vCPUs,11250 GB (3×3750 GB NVMe SSD),Up to 28 Gigabit,$4.5302 hourly,,$1.9938 hourly,$6.7382 hourly,
I7I 16xlarge Extra Large,i7i.16xlarge,"1,403,970.604",Storage optimized,243.0 fps,512 GiB,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),Up to 37.5 Gigabit,$6.0403 hourly,,$1.6317 hourly,$8.9843 hourly,
I7I 24xlarge,i7i.24xlarge,"2,061,412.927",Storage optimized,257.0 fps,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,$9.0605 hourly,,$2.1764 hourly,$13.4765 hourly,
I7I Double Extra Large,i7i.2xlarge,"158,290.463",Storage optimized,62.0 fps,64 GiB,8 vCPUs,1875 GB NVMe SSD,Up to 12 Gigabit,$0.755 hourly,,$0.2012 hourly,$1.123 hourly,
I7I 48xlarge,i7i.48xlarge,"3,889,526.639",Storage optimized,278.0 fps,1536 GiB,192 vCPUs,45000 GB (12×3750 GB NVMe SSD),Up to 100 Gigabit,$18.121 hourly,,$5.0263 hourly,$26.953 hourly,
I7I Quadruple Extra Large,i7i.4xlarge,"365,234.264",Storage optimized,126.0 fps,128 GiB,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,$1.5101 hourly,,$0.5504 hourly,$2.2461 hourly,
I7I Eight Extra Large,i7i.8xlarge,"804,255.854",Storage optimized,228.0 fps,256 GiB,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),Up to 25 Gigabit,$3.0202 hourly,,$0.9617 hourly,$4.4922 hourly,
I7I Large,i7i.large,"48,531.91",Storage optimized,19.0 fps,16 GiB,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,$0.1888 hourly,,$0.0334 hourly,$0.2808 hourly,
I7I Metal-24xl,i7i.metal-24xl,"2,091,959.032",Storage optimized,270.0 fps,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,$9.0605 hourly,,$1.9643 hourly,$13.4765 hourly,
I7I Metal-48xl,i7i.metal-48xl,"4,142,394.822",Storage optimized,283.0 fps,1536 GiB,192 vCPUs,45000 GB (12×3750 GB NVMe SSD),Up to 100 Gigabit,$18.121 hourly,,$3.0949 hourly,$26.953 hourly,
I7I Extra Large,i7i.xlarge,"99,481.865",Storage optimized,38.0 fps,32 GiB,4 vCPUs,937 GB NVMe SSD,Up to 10 Gigabit,$0.3775 hourly,,$0.0652 hourly,$0.5615 hourly,
I7IE 12xlarge Extra Large,i7ie.12xlarge,"1,129,456.057",Storage optimized,243.0 fps,384 GiB,48 vCPUs,30000 GB (4×7500 GB NVMe SSD),Up to 50 Gigabit,$6.2376 hourly,,$2.0887 hourly,$8.4456 hourly,
I7IE 18xlarge,i7ie.18xlarge,"1,694,316.978",Storage optimized,252.0 fps,576 GiB,72 vCPUs,45000 GB (6×7500 GB NVMe SSD),Up to 75 Gigabit,$9.3564 hourly,,$2.2303 hourly,$12.6684 hourly,
I7IE 24xlarge,i7ie.24xlarge,"2,007,178.451",Storage optimized,262.0 fps,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),Up to 100 Gigabit,$12.4752 hourly,,$2.5896 hourly,$16.8912 hourly,
I7IE Double Extra Large,i7ie.2xlarge,"199,277.619",Storage optimized,71.0 fps,64 GiB,8 vCPUs,5000 GB (2×2500 GB NVMe SSD),Up to 25 Gigabit,$1.0396 hourly,,$0.1682 hourly,$1.4076 hourly,
I7IE 3xlarge,i7ie.3xlarge,"270,620.736",Storage optimized,97.0 fps,96 GiB,12 vCPUs,7500 GB NVMe SSD,Up to 25 Gigabit,$1.5594 hourly,,$0.4648 hourly,$2.1114 hourly,
I7IE 48xlarge,i7ie.48xlarge,"4,036,157.242",Storage optimized,279.0 fps,1536 GiB,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),100 Gigabit,$24.9504 hourly,,$4.7105 hourly,$33.7824 hourly,
I7IE 6xlarge,i7ie.6xlarge,"646,725.95",Storage optimized,203.0 fps,192 GiB,24 vCPUs,15000 GB (2×7500 GB NVMe SSD),Up to 25 Gigabit,$3.1188 hourly,,$0.8017 hourly,$4.2228 hourly,
I7IE Large,i7ie.large,"41,528.239",Storage optimized,17.0 fps,16 GiB,2 vCPUs,1250 GB NVMe SSD,Up to 25 Gigabit,$0.2599 hourly,,$0.0376 hourly,$0.3519 hourly,
I7IE Metal-24xl,i7ie.metal-24xl,"2,124,520.508",Storage optimized,272.0 fps,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),Up to 100 Gigabit,$12.4752 hourly,,$3.1955 hourly,$16.8912 hourly,
I7IE Metal-48xl,i7ie.metal-48xl,"4,216,536.73",Storage optimized,284.0 fps,1536 GiB,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),100 Gigabit,$24.9504 hourly,,$2.9014 hourly,$33.7824 hourly,
I7IE Extra Large,i7ie.xlarge,"80,955.272",Storage optimized,33.0 fps,32 GiB,4 vCPUs,2500 GB NVMe SSD,Up to 25 Gigabit,$0.5198 hourly,,$0.1701 hourly,$0.7038 hourly,
I8G 12xlarge Extra Large,i8g.12xlarge,"1,442,199.354",Storage optimized,293.0 fps,384 GiB,48 vCPUs,11250 GB (3×3750 GB NVMe SSD),Up to 28.12 Gigabit,$4.1184 hourly,,$0.6888 hourly,,
I8G 16xlarge Extra Large,i8g.16xlarge,"1,936,166.994",Storage optimized,295.0 fps,512 GiB,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),Up to 37.5 Gigabit,$5.4912 hourly,,$0.963 hourly,,
I8G 24xlarge,i8g.24xlarge,"2,969,378.286",Storage optimized,297.0 fps,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,$8.2368 hourly,,$1.1043 hourly,,
I8G Double Extra Large,i8g.2xlarge,"247,524.752",Storage optimized,88.0 fps,64 GiB,8 vCPUs,1875 GB NVMe SSD,Up to 12 Gigabit,$0.6864 hourly,,$0.0972 hourly,,
I8G 48xlarge,i8g.48xlarge,"5,308,633.442",Storage optimized,276.0 fps,1536 GiB,192 vCPUs,45000 GB (12×3750 GB NVMe SSD),Up to 100 Gigabit,$16.4736 hourly,,$2.0799 hourly,,
I8G Quadruple Extra Large,i8g.4xlarge,"458,157.348",Storage optimized,159.0 fps,128 GiB,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,$1.3728 hourly,,$0.2556 hourly,,
I8G Eight Extra Large,i8g.8xlarge,"972,348.83",Storage optimized,257.0 fps,256 GiB,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),Up to 25 Gigabit,$2.7456 hourly,,$0.6105 hourly,,
I8G Large,i8g.large,"61,900.34",Storage optimized,22.0 fps,16 GiB,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,$0.1716 hourly,,$0.0206 hourly,,
I8G Metal-24xl,i8g.metal-24xl,"3,072,245.78",Storage optimized,300.0 fps,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,$8.2368 hourly,,$0.975 hourly,,
I8G Metal-48xl,i8g.metal-48xl,,Storage optimized,,1536 GiB,192 vCPUs,45000 GB (12×3750 GB NVMe SSD),Up to 100 Gigabit,$16.4736 hourly,,$1.6474 hourly,,
I8G Extra Large,i8g.xlarge,"123,743.233",Storage optimized,45.0 fps,32 GiB,4 vCPUs,937 GB NVMe SSD,Up to 10 Gigabit,$0.3432 hourly,,$0.0492 hourly,,
I8GE 12xlarge Extra Large,i8ge.12xlarge,"1,412,491.724",Storage optimized,292.0 fps,384 GiB,48 vCPUs,30000 GB (4×7500 GB NVMe SSD),75 Gigabit,$5.6952 hourly,,$1.5334 hourly,,
I8GE 18xlarge,i8ge.18xlarge,"2,161,026.488",Storage optimized,296.0 fps,576 GiB,72 vCPUs,45000 GB (6×7500 GB NVMe SSD),112.5 Gigabit,$8.5428 hourly,,$0.9664 hourly,,
I8GE 24xlarge,i8ge.24xlarge,"2,777,175.092",Storage optimized,164.0 fps,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),150 Gigabit,$11.3904 hourly,,$1.392 hourly,,
I8GE Double Extra Large,i8ge.2xlarge,"240,493.011",Storage optimized,87.0 fps,64 GiB,8 vCPUs,5000 GB (2×2500 GB NVMe SSD),Up to 25 Gigabit,$0.9492 hourly,,$0.1093 hourly,,
I8GE 3xlarge,i8ge.3xlarge,"374,707.26",Storage optimized,124.0 fps,96 GiB,12 vCPUs,7500 GB NVMe SSD,Up to 25 Gigabit,$1.4238 hourly,,$0.244 hourly,,
I8GE 48xlarge,i8ge.48xlarge,"5,487,282.081",Storage optimized,277.0 fps,1536 GiB,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),300 Gigabit,$22.7808 hourly,,$2.7427 hourly,,
I8GE 6xlarge,i8ge.6xlarge,"726,117.54",Storage optimized,214.0 fps,192 GiB,24 vCPUs,15000 GB (2×7500 GB NVMe SSD),37.5 Gigabit,$2.8476 hourly,,$0.7638 hourly,,
I8GE Large,i8ge.large,"59,263.649",Storage optimized,22.0 fps,16 GiB,2 vCPUs,1250 GB NVMe SSD,Up to 25 Gigabit,$0.2373 hourly,,$0.0274 hourly,,
I8GE Metal-24xl,i8ge.metal-24xl,"3,284,577.88",Storage optimized,296.0 fps,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),150 Gigabit,$11.3904 hourly,,$1.139 hourly,,
I8GE Metal-48xl,i8ge.metal-48xl,"5,578,152.237",Storage optimized,164.0 fps,1536 GiB,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),300 Gigabit,$22.7808 hourly,,$2.2781 hourly,,
I8GE Extra Large,i8ge.xlarge,"123,105.332",Storage optimized,44.0 fps,32 GiB,4 vCPUs,2500 GB NVMe SSD,Up to 25 Gigabit,$0.4746 hourly,,$0.0561 hourly,,
IM4GN 16xlarge Extra Large,im4gn.16xlarge,"1,252,527.888",Storage optimized,176.0 fps,256 GiB,64 vCPUs,30000 GB (4×7500 GB NVMe SSD),100 Gigabit,$5.8207 hourly,$3.733 hourly,$0.793 hourly,,
IM4GN Double Extra Large,im4gn.2xlarge,"161,605.279",Storage optimized,51.0 fps,32 GiB,8 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,$0.7276 hourly,$0.4666 hourly,$0.1204 hourly,,
IM4GN Quadruple Extra Large,im4gn.4xlarge,"318,196.884",Storage optimized,92.0 fps,64 GiB,16 vCPUs,7500 GB NVMe SSD,25 Gigabit,$1.4552 hourly,$0.9332 hourly,$0.4213 hourly,,
IM4GN Eight Extra Large,im4gn.8xlarge,"615,384.615",Storage optimized,151.0 fps,128 GiB,32 vCPUs,15000 GB (2×7500 GB NVMe SSD),50 Gigabit,$2.9103 hourly,$1.8665 hourly,$0.775 hourly,,
IM4GN Large,im4gn.large,"38,689.709",Storage optimized,12.0 fps,8 GiB,2 vCPUs,937 GB NVMe SSD,Up to 25 Gigabit,$0.1819 hourly,$0.1167 hourly,$0.0325 hourly,,
IM4GN Extra Large,im4gn.xlarge,"77,120.823",Storage optimized,26.0 fps,16 GiB,4 vCPUs,1875 GB NVMe SSD,Up to 25 Gigabit,$0.3638 hourly,$0.2333 hourly,$0.0734 hourly,,
INF1 24xlarge,inf1.24xlarge,"1,539,880.499",Machine Learning ASIC Instances,194.0 fps,192 GiB,96 vCPUs,EBS only,100 Gigabit,$4.721 hourly,$2.974 hourly,$0.8358 hourly,,
INF1 Double Extra Large,inf1.2xlarge,"131,627.658",Machine Learning ASIC Instances,47.0 fps,16 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,$0.362 hourly,$0.228 hourly,$0.068 hourly,,
INF1 6xlarge,inf1.6xlarge,"382,637.809",Machine Learning ASIC Instances,137.0 fps,48 GiB,24 vCPUs,EBS only,25 Gigabit,$1.18 hourly,$0.744 hourly,$0.2048 hourly,,
INF1 Extra Large,inf1.xlarge,"65,773.247",Machine Learning ASIC Instances,26.0 fps,8 GiB,4 vCPUs,EBS only,Up to 25 Gigabit,$0.228 hourly,$0.144 hourly,$0.0358 hourly,,
INF2 24xlarge,inf2.24xlarge,"1,914,734.48",Machine Learning ASIC Instances,249.0 fps,384 GiB,96 vCPUs,EBS only,50 Gigabit,$6.4906 hourly,$4.0891 hourly,$0.9366 hourly,,
INF2 48xlarge,inf2.48xlarge,,Machine Learning ASIC Instances,,768 GiB,192 vCPUs,EBS only,100 Gigabit,$12.9813 hourly,$8.1782 hourly,$1.8155 hourly,,
INF2 Eight Extra Large,inf2.8xlarge,"692,340.978",Machine Learning ASIC Instances,198.0 fps,128 GiB,32 vCPUs,EBS only,Up to 25 Gigabit,$1.9679 hourly,$1.2398 hourly,$0.3568 hourly,,
INF2 Extra Large,inf2.xlarge,"79,657.473",Machine Learning ASIC Instances,34.0 fps,16 GiB,4 vCPUs,EBS only,Up to 15 Gigabit,$0.7582 hourly,$0.4777 hourly,$0.1357 hourly,,
IS4GEN Double Extra Large,is4gen.2xlarge,"158,113.183",Storage optimized,51.0 fps,48 GiB,8 vCPUs,7500 GB NVMe SSD,Up to 25 Gigabit,$1.1526 hourly,$0.7861 hourly,$0.2045 hourly,,
IS4GEN Quadruple Extra Large,is4gen.4xlarge,"312,723.956",Storage optimized,94.0 fps,96 GiB,16 vCPUs,15000 GB (2×7500 GB NVMe SSD),25 Gigabit,$2.3052 hourly,$1.5722 hourly,$0.5015 hourly,,
IS4GEN Eight Extra Large,is4gen.8xlarge,"633,454.306",Storage optimized,149.0 fps,192 GiB,32 vCPUs,30000 GB (4×7500 GB NVMe SSD),50 Gigabit,$4.6104 hourly,$3.1445 hourly,$0.8321 hourly,,
IS4GEN Large,is4gen.large,"39,510.075",Storage optimized,13.0 fps,12 GiB,2 vCPUs,1875 GB NVMe SSD,Up to 25 Gigabit,$0.2882 hourly,$0.1965 hourly,$0.0392 hourly,,
IS4GEN Medium,is4gen.medium,"19,781.089",Storage optimized,6.9 fps,6 GiB,1 vCPUs,937 GB NVMe SSD,Up to 25 Gigabit,$0.1441 hourly,$0.0983 hourly,$0.0172 hourly,,
IS4GEN Extra Large,is4gen.xlarge,"79,207.921",Storage optimized,26.0 fps,24 GiB,4 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,$0.5763 hourly,$0.3931 hourly,$0.1532 hourly,,
M1 General Purpose Large,m1.large,"24,570.025",General purpose,8.9 fps,7.5 GiB,2 vCPUs,840 GB (2×420 GB HDD),Moderate,$0.175 hourly,$0.112 hourly,$0.0406 hourly,$0.299 hourly,$0.232 hourly
M1 General Purpose Medium,m1.medium,"16,889.039",General purpose,,3.75 GiB,1 vCPUs,410 GB HDD,Moderate,$0.087 hourly,$0.056 hourly,$0.0237 hourly,$0.149 hourly,$0.115 hourly
M1 General Purpose Small,m1.small,"16,880.486",General purpose,,1.7 GiB,1 vCPUs,160 GB HDD,Low,$0.044 hourly,$0.028 hourly,$0.019 hourly,$0.075 hourly,$0.057 hourly
M1 General Purpose Extra Large,m1.xlarge,"48,649.964",General purpose,17.0 fps,15 GiB,4 vCPUs,1680 GB (4×420 GB HDD),High,$0.35 hourly,$0.224 hourly,$0.0947 hourly,$0.598 hourly,$0.465 hourly
M2 High Memory Double Extra Large,m2.2xlarge,"58,757.283",Memory optimized,20.0 fps,34.2 GiB,4 vCPUs,850 GB HDD,Moderate,$0.49 hourly,$0.222 hourly,$0.1363 hourly,$0.69 hourly,$0.496 hourly
M2 High Memory Quadruple Extra Large,m2.4xlarge,"111,322.418",Memory optimized,38.0 fps,68.4 GiB,8 vCPUs,1680 GB (2×840 GB HDD),High,$0.98 hourly,$0.444 hourly,$0.3092 hourly,$1.38 hourly,$0.991 hourly
M2 High Memory Extra Large,m2.xlarge,"28,403.711",Memory optimized,10.0 fps,17.1 GiB,2 vCPUs,420 GB HDD,Moderate,$0.245 hourly,$0.111 hourly,$0.0654 hourly,$0.345 hourly,$0.249 hourly
M3 General Purpose Double Extra Large,m3.2xlarge,"116,759.912",General purpose,42.0 fps,30 GiB,8 vCPUs,160 GB (2×80 GB SSD),High,$0.532 hourly,$0.38 hourly,$0.1606 hourly,$1.036 hourly,$0.793 hourly
M3 General Purpose Large,m3.large,"29,279.719",General purpose,11.0 fps,7.5 GiB,2 vCPUs,32 GB SSD,Moderate,$0.133 hourly,$0.095 hourly,$0.0388 hourly,$0.259 hourly,$0.199 hourly
M3 General Purpose Medium,m3.medium,"22,900.763",General purpose,,3.75 GiB,1 vCPUs,4 GB SSD,Moderate,$0.067 hourly,$0.048 hourly,$0.019 hourly,$0.13 hourly,$0.10 hourly
M3 General Purpose Extra Large,m3.xlarge,"58,576.589",General purpose,21.0 fps,15 GiB,4 vCPUs,80 GB (2×40 GB SSD),High,$0.266 hourly,$0.19 hourly,$0.0751 hourly,$0.518 hourly,$0.397 hourly
M4 General Purpose Deca Extra Large,m4.10xlarge,"574,547.544",General purpose,145.0 fps,160 GiB,40 vCPUs,EBS only,10 Gigabit,$2.00 hourly,$1.239 hourly,$0.5676 hourly,$3.84 hourly,$3.079 hourly
M4 General Purpose 16xlarge Extra Large,m4.16xlarge,"1,116,343.973",General purpose,210.0 fps,256 GiB,64 vCPUs,EBS only,25 Gigabit,$3.20 hourly,$1.9824 hourly,$1.0976 hourly,$6.144 hourly,$4.9264 hourly
M4 General Purpose Double Extra Large,m4.2xlarge,"105,364.826",General purpose,34.0 fps,32 GiB,8 vCPUs,EBS only,High,$0.40 hourly,$0.2478 hourly,$0.1586 hourly,$0.768 hourly,$0.6158 hourly
M4 General Purpose Quadruple Extra Large,m4.4xlarge,"251,243.13",General purpose,86.0 fps,64 GiB,16 vCPUs,EBS only,High,$0.80 hourly,$0.4956 hourly,$0.3097 hourly,$1.536 hourly,$1.2316 hourly
M4 General Purpose Large,m4.large,"26,848.04",General purpose,9.7 fps,8 GiB,2 vCPUs,EBS only,Moderate,$0.10 hourly,$0.062 hourly,$0.0399 hourly,$0.192 hourly,$0.154 hourly
M4 General Purpose Extra Large,m4.xlarge,"58,499.488",General purpose,24.0 fps,16 GiB,4 vCPUs,EBS only,High,$0.20 hourly,$0.1239 hourly,$0.0798 hourly,$0.384 hourly,$0.3079 hourly
M5 General Purpose 12xlarge Extra Large,m5.12xlarge,"680,239.974",General purpose,157.0 fps,192 GiB,48 vCPUs,EBS only,12 Gigabit,$2.304 hourly,$1.452 hourly,$0.7911 hourly,$4.512 hourly,$3.66 hourly
M5 General Purpose 16xlarge Extra Large,m5.16xlarge,"936,265.665",General purpose,161.0 fps,256 GiB,64 vCPUs,EBS only,20 Gigabit,$3.072 hourly,$1.935 hourly,$1.0302 hourly,$6.016 hourly,$4.879 hourly
M5 General Purpose 24xlarge,m5.24xlarge,"1,374,718.075",General purpose,172.0 fps,384 GiB,96 vCPUs,EBS only,25 Gigabit,$4.608 hourly,$2.903 hourly,$1.9808 hourly,$9.024 hourly,$7.319 hourly
M5 General Purpose Double Extra Large,m5.2xlarge,"115,790.997",General purpose,40.0 fps,32 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.384 hourly,$0.242 hourly,$0.1607 hourly,$0.752 hourly,$0.61 hourly
M5 General Purpose Quadruple Extra Large,m5.4xlarge,"235,271.052",General purpose,78.0 fps,64 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.768 hourly,$0.484 hourly,$0.2962 hourly,$1.504 hourly,$1.22 hourly
M5 General Purpose Eight Extra Large,m5.8xlarge,"442,865.71",General purpose,134.0 fps,128 GiB,32 vCPUs,EBS only,10 Gigabit,$1.536 hourly,$0.968 hourly,$0.4472 hourly,$3.008 hourly,$2.44 hourly
M5 General Purpose Large,m5.large,"28,469.751",General purpose,12.0 fps,8 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.096 hourly,$0.06 hourly,$0.0335 hourly,$0.188 hourly,$0.152 hourly
M5 General Purpose Metal,m5.metal,"1,318,409.668",General purpose,180.0 fps,384 GiB,96 vCPUs,EBS only,25 Gigabit,$4.608 hourly,$2.903 hourly,$1.075 hourly,$9.024 hourly,$7.319 hourly
M5 General Purpose Extra Large,m5.xlarge,"59,119.125",General purpose,20.0 fps,16 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.192 hourly,$0.121 hourly,$0.0567 hourly,$0.376 hourly,$0.305 hourly
