Name,API Name,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
R7I Metal-48xl,r7i.metal-48xl,"3,999,722.242",Memory optimized,311.0 fps,1536 GiB,192 vCPUs,EBS only,50 Gigabit,$14.112 hourly,$9.3351 hourly,$1.4112 hourly,$22.944 hourly,$18.1671 hourly
R7I Extra Large,r7i.xlarge,"95,166.343",Memory optimized,35.0 fps,32 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.294 hourly,$0.1945 hourly,$0.064 hourly,$0.478 hourly,$0.3785 hourly
R7IZ 12xlarge Extra Large,r7iz.12xlarge,,Memory optimized,,384 GiB,48 vCPUs,EBS only,25 Gigabit,,,,,
R7IZ 16xlarge Extra Large,r7iz.16xlarge,,Memory optimized,,512 GiB,64 vCPUs,EBS only,25 Gigabit,,,,,
R7IZ Double Extra Large,r7iz.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
R7IZ 32xlarge,r7iz.32xlarge,,Memory optimized,,1024 GiB,128 vCPUs,EBS only,50 Gigabit,,,,,
R7IZ Quadruple Extra Large,r7iz.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
R7IZ Eight Extra Large,r7iz.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,EBS only,12.5 Gigabit,,,,,
R7IZ Large,r7iz.large,,Memory optimized,,16 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
R7IZ Metal-16xl,r7iz.metal-16xl,,Memory optimized,,512 GiB,64 vCPUs,EBS only,25 Gigabit,,,,,
R7IZ Metal-32xl,r7iz.metal-32xl,,Memory optimized,,1024 GiB,128 vCPUs,EBS only,50 Gigabit,,,,,
R7IZ Extra Large,r7iz.xlarge,,Memory optimized,,32 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
R8A 12xlarge Extra Large,r8a.12xlarge,"2,242,323.863",Memory optimized,402.0 fps,384 GiB,48 vCPUs,EBS only,22.5 Gigabit,,,,,
R8A 16xlarge Extra Large,r8a.16xlarge,"2,858,767.157",Memory optimized,422.0 fps,512 GiB,64 vCPUs,EBS only,30 Gigabit,,,,,
R8A 24xlarge,r8a.24xlarge,"3,843,494.086",Memory optimized,417.0 fps,768 GiB,96 vCPUs,EBS only,40 Gigabit,,,,,
R8A Double Extra Large,r8a.2xlarge,"390,019.058",Memory optimized,136.0 fps,64 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,,,,,
R8A 48xlarge,r8a.48xlarge,"7,250,506.368",Memory optimized,415.0 fps,1536 GiB,192 vCPUs,EBS only,75 Gigabit,,,,,
R8A Quadruple Extra Large,r8a.4xlarge,"732,992.288",Memory optimized,227.0 fps,128 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,,,,,
R8A Eight Extra Large,r8a.8xlarge,"1,530,501.326",Memory optimized,369.0 fps,256 GiB,32 vCPUs,EBS only,15 Gigabit,,,,,
R8A Large,r8a.large,"90,096.854",Memory optimized,35.0 fps,16 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
R8A Medium,r8a.medium,"44,859.813",Memory optimized,20.0 fps,8 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
R8A Metal-24xl,r8a.metal-24xl,"4,039,940.319",Memory optimized,434.0 fps,768 GiB,96 vCPUs,EBS only,40 Gigabit,,,,,
R8A Metal-48xl,r8a.metal-48xl,"6,825,673.841",Memory optimized,425.0 fps,1536 GiB,192 vCPUs,EBS only,75 Gigabit,,,,,
R8A Extra Large,r8a.xlarge,"190,682.557",Memory optimized,72.0 fps,32 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,,,,,
R8G 12xlarge Extra Large,r8g.12xlarge,"1,430,913.698",Memory optimized,291.0 fps,384 GiB,48 vCPUs,EBS only,22.5 Gigabit,$3.1416 hourly,$2.0782 hourly,$1.0394 hourly,,
R8G 16xlarge Extra Large,r8g.16xlarge,"2,040,490.993",Memory optimized,297.0 fps,512 GiB,64 vCPUs,EBS only,30 Gigabit,$4.1888 hourly,$2.7709 hourly,$1.4258 hourly,,
R8G 24xlarge,r8g.24xlarge,"2,903,811.252",Memory optimized,297.0 fps,768 GiB,96 vCPUs,EBS only,40 Gigabit,$6.2832 hourly,$4.1563 hourly,$1.1913 hourly,,
R8G Double Extra Large,r8g.2xlarge,"240,583.415",Memory optimized,88.0 fps,64 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.5236 hourly,$0.3464 hourly,$0.2067 hourly,,
R8G 48xlarge,r8g.48xlarge,"5,455,707.892",Memory optimized,277.0 fps,1536 GiB,192 vCPUs,EBS only,50 Gigabit,$12.5664 hourly,$8.3127 hourly,$2.912 hourly,,
R8G Quadruple Extra Large,r8g.4xlarge,"476,013.388",Memory optimized,157.0 fps,128 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$1.0472 hourly,$0.6927 hourly,$0.4585 hourly,,
R8G Eight Extra Large,r8g.8xlarge,"961,033.111",Memory optimized,248.0 fps,256 GiB,32 vCPUs,EBS only,15 Gigabit,$2.0944 hourly,$1.3855 hourly,$0.8711 hourly,,
R8G Large,r8g.large,"63,582.896",Memory optimized,22.0 fps,16 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1309 hourly,$0.0866 hourly,$0.0498 hourly,,
R8G Medium,r8g.medium,"30,926.241",Memory optimized,12.0 fps,8 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0655 hourly,$0.0433 hourly,$0.0137 hourly,,
R8G Metal-24xl,r8g.metal-24xl,"2,969,837.587",Memory optimized,299.0 fps,768 GiB,96 vCPUs,EBS only,40 Gigabit,$6.2832 hourly,$4.1563 hourly,$0.6283 hourly,,
R8G Metal-48xl,r8g.metal-48xl,"4,025,157.233",Memory optimized,281.0 fps,1536 GiB,192 vCPUs,EBS only,50 Gigabit,$12.5664 hourly,$8.3127 hourly,$1.2566 hourly,,
R8G Extra Large,r8g.xlarge,"122,100.122",Memory optimized,46.0 fps,32 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2618 hourly,$0.1732 hourly,$0.0912 hourly,,
R8GB 12xlarge Extra Large,r8gb.12xlarge,,Memory optimized,,384 GiB,48 vCPUs,EBS only,100 Gigabit,,,,,
R8GB 16xlarge Extra Large,r8gb.16xlarge,,Memory optimized,,512 GiB,64 vCPUs,EBS only,133.33 Gigabit,,,,,
R8GB 24xlarge,r8gb.24xlarge,,Memory optimized,,768 GiB,96 vCPUs,EBS only,200 Gigabit,,,,,
R8GB Double Extra Large,r8gb.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,EBS only,Up to 33.33 Gigabit,,,,,
R8GB 48xlarge,r8gb.48xlarge,"5,215,619.694",Memory optimized,117.0 fps,1536 GiB,192 vCPUs,EBS only,400 Gigabit,,,,,
R8GB Quadruple Extra Large,r8gb.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,EBS only,33.33 Gigabit,,,,,
R8GB Eight Extra Large,r8gb.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,EBS only,66.66 Gigabit,,,,,
R8GB Large,r8gb.large,,Memory optimized,,16 GiB,2 vCPUs,EBS only,Up to 20 Gigabit,,,,,
R8GB Medium,r8gb.medium,,Memory optimized,,8 GiB,1 vCPUs,EBS only,Up to 16.66 Gigabit,,,,,
R8GB Metal-24xl,r8gb.metal-24xl,,Memory optimized,,768 GiB,96 vCPUs,EBS only,200 Gigabit,,,,,
R8GB Metal-48xl,r8gb.metal-48xl,"4,734,311.429",Memory optimized,117.0 fps,1536 GiB,192 vCPUs,EBS only,400 Gigabit,,,,,
R8GB Extra Large,r8gb.xlarge,,Memory optimized,,32 GiB,4 vCPUs,EBS only,Up to 26.66 Gigabit,,,,,
R8GD 12xlarge Extra Large,r8gd.12xlarge,,Memory optimized,,384 GiB,48 vCPUs,2850 GB (3×950 GB NVMe SSD),22.5 Gigabit,$3.9682 hourly,,$1.1502 hourly,,
R8GD 16xlarge Extra Large,r8gd.16xlarge,,Memory optimized,,512 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$5.2909 hourly,,$1.0413 hourly,,
R8GD 24xlarge,r8gd.24xlarge,,Memory optimized,,768 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,$7.9363 hourly,,$1.4186 hourly,,
R8GD Double Extra Large,r8gd.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,$0.6614 hourly,,$0.1357 hourly,,
R8GD 48xlarge,r8gd.48xlarge,,Memory optimized,,1536 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,$15.8726 hourly,,$2.7667 hourly,,
R8GD Quadruple Extra Large,r8gd.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,$1.3227 hourly,,$0.4674 hourly,,
R8GD Eight Extra Large,r8gd.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,$2.6454 hourly,,$0.8715 hourly,,
R8GD Large,r8gd.large,,Memory optimized,,16 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.1653 hourly,,$0.049 hourly,,
R8GD Medium,r8gd.medium,,Memory optimized,,8 GiB,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,$0.0827 hourly,,$0.0145 hourly,,
R8GD Metal-24xl,r8gd.metal-24xl,,Memory optimized,,768 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,$7.9363 hourly,,$0.7936 hourly,,
R8GD Metal-48xl,r8gd.metal-48xl,,Memory optimized,,1536 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,$15.8726 hourly,,$1.5873 hourly,,
R8GD Extra Large,r8gd.xlarge,,Memory optimized,,32 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.3307 hourly,,$0.0917 hourly,,
R8GN 12xlarge Extra Large,r8gn.12xlarge,,Memory optimized,,384 GiB,48 vCPUs,EBS only,150 Gigabit,,,,,
R8GN 16xlarge Extra Large,r8gn.16xlarge,,Memory optimized,,512 GiB,64 vCPUs,EBS only,200 Gigabit,,,,,
R8GN 24xlarge,r8gn.24xlarge,,Memory optimized,,768 GiB,96 vCPUs,EBS only,300 Gigabit,,,,,
R8GN Double Extra Large,r8gn.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,EBS only,Up to 50 Gigabit,,,,,
R8GN 48xlarge,r8gn.48xlarge,,Memory optimized,,1536 GiB,192 vCPUs,EBS only,600 Gigabit,,,,,
R8GN Quadruple Extra Large,r8gn.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,EBS only,50 Gigabit,,,,,
R8GN Eight Extra Large,r8gn.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,EBS only,100 Gigabit,,,,,
R8GN Large,r8gn.large,,Memory optimized,,16 GiB,2 vCPUs,EBS only,Up to 30 Gigabit,,,,,
R8GN Medium,r8gn.medium,,Memory optimized,,8 GiB,1 vCPUs,EBS only,Up to 25 Gigabit,,,,,
R8GN Metal-24xl,r8gn.metal-24xl,,Memory optimized,,768 GiB,96 vCPUs,EBS only,300 Gigabit,,,,,
R8GN Metal-48xl,r8gn.metal-48xl,,Memory optimized,,1536 GiB,192 vCPUs,EBS only,600 Gigabit,,,,,
R8GN Extra Large,r8gn.xlarge,,Memory optimized,,32 GiB,4 vCPUs,EBS only,Up to 40 Gigabit,,,,,
R8I-FLEX 12xlarge Extra Large,r8i-flex.12xlarge,"1,195,169.523",Memory optimized,266.0 fps,384 GiB,48 vCPUs,EBS only,Up to 22.5 Gigabit,$3.5191 hourly,,$0.9862 hourly,$5.6167 hourly,
R8I-FLEX 16xlarge Extra Large,r8i-flex.16xlarge,"1,527,021.116",Memory optimized,274.0 fps,512 GiB,64 vCPUs,EBS only,Up to 30 Gigabit,$4.6922 hourly,,$1.5091 hourly,$7.489 hourly,
R8I-FLEX Double Extra Large,r8i-flex.2xlarge,"189,536.032",Memory optimized,73.0 fps,64 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.5865 hourly,,$0.1964 hourly,$0.9361 hourly,
R8I-FLEX Quadruple Extra Large,r8i-flex.4xlarge,"374,035.689",Memory optimized,144.0 fps,128 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$1.173 hourly,,$0.4017 hourly,$1.8722 hourly,
R8I-FLEX Eight Extra Large,r8i-flex.8xlarge,"745,573.159",Memory optimized,232.0 fps,256 GiB,32 vCPUs,EBS only,Up to 15 Gigabit,$2.3461 hourly,,$0.6486 hourly,$3.7445 hourly,
R8I-FLEX Large,r8i-flex.large,"46,481.001",Memory optimized,20.0 fps,16 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1466 hourly,,$0.0422 hourly,$0.234 hourly,
R8I-FLEX Extra Large,r8i-flex.xlarge,"98,871.22",Memory optimized,39.0 fps,32 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2933 hourly,,$0.0896 hourly,$0.4681 hourly,
R8I 12xlarge Extra Large,r8i.12xlarge,"1,169,590.643",Memory optimized,279.0 fps,384 GiB,48 vCPUs,EBS only,22.5 Gigabit,$3.7044 hourly,,$1.6061 hourly,$5.9124 hourly,
R8I 16xlarge Extra Large,r8i.16xlarge,"1,615,753.598",Memory optimized,283.0 fps,512 GiB,64 vCPUs,EBS only,30 Gigabit,$4.9392 hourly,,$1.3146 hourly,$7.8832 hourly,
R8I 24xlarge,r8i.24xlarge,"2,246,270.839",Memory optimized,292.0 fps,768 GiB,96 vCPUs,EBS only,40 Gigabit,$7.4088 hourly,,$1.3841 hourly,$11.8248 hourly,
R8I Double Extra Large,r8i.2xlarge,"189,080.596",Memory optimized,77.0 fps,64 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.6174 hourly,,$0.2193 hourly,$0.9854 hourly,
R8I 32xlarge,r8i.32xlarge,"3,004,342.213",Memory optimized,308.0 fps,1024 GiB,128 vCPUs,EBS only,50 Gigabit,$9.8784 hourly,,$1.8048 hourly,$15.7664 hourly,
R8I 48xlarge,r8i.48xlarge,"4,143,735.837",Memory optimized,333.0 fps,1536 GiB,192 vCPUs,EBS only,75 Gigabit,$14.8176 hourly,,$3.2735 hourly,$23.6496 hourly,
R8I Quadruple Extra Large,r8i.4xlarge,"378,638.479",Memory optimized,142.0 fps,128 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$1.2348 hourly,,$0.4346 hourly,$1.9708 hourly,
R8I Eight Extra Large,r8i.8xlarge,"759,073.298",Memory optimized,243.0 fps,256 GiB,32 vCPUs,EBS only,15 Gigabit,$2.4696 hourly,,$1.3051 hourly,$3.9416 hourly,
R8I 96xlarge,r8i.96xlarge,"8,925,043.579",Memory optimized,303.0 fps,3072 GiB,384 vCPUs,EBS only,100 Gigabit,$29.6352 hourly,,$5.2266 hourly,$47.2992 hourly,
R8I Large,r8i.large,"44,023.773",Memory optimized,20.0 fps,16 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1544 hourly,,$0.0476 hourly,$0.2464 hourly,
R8I Metal-48xl,r8i.metal-48xl,"4,551,650.566",Memory optimized,301.0 fps,1536 GiB,192 vCPUs,EBS only,75 Gigabit,$14.8176 hourly,,$1.4818 hourly,$23.6496 hourly,
R8I Metal-96xl,r8i.metal-96xl,"9,497,310.332",Memory optimized,172.0 fps,3072 GiB,384 vCPUs,EBS only,100 Gigabit,$29.6352 hourly,,$2.9635 hourly,$47.2992 hourly,
R8I Extra Large,r8i.xlarge,"98,540.371",Memory optimized,39.0 fps,32 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.3087 hourly,,$0.1042 hourly,$0.4927 hourly,
R8IB 12xlarge Extra Large,r8ib.12xlarge,"1,145,767.027",Memory optimized,143.0 fps,384 GiB,48 vCPUs,EBS only,50 Gigabit,,,,,
R8IB 16xlarge Extra Large,r8ib.16xlarge,"1,544,960.772",Memory optimized,277.0 fps,512 GiB,64 vCPUs,EBS only,66.66 Gigabit,,,,,
R8IB 24xlarge,r8ib.24xlarge,"2,268,967.147",Memory optimized,267.0 fps,768 GiB,96 vCPUs,EBS only,100 Gigabit,,,,,
R8IB Double Extra Large,r8ib.2xlarge,"195,854.415",Memory optimized,77.0 fps,64 GiB,8 vCPUs,EBS only,Up to 26.66 Gigabit,,,,,
R8IB 32xlarge,r8ib.32xlarge,"3,093,094.907",Memory optimized,120.0 fps,1024 GiB,128 vCPUs,EBS only,133.33 Gigabit,,,,,
R8IB 48xlarge,r8ib.48xlarge,"4,478,395.242",Memory optimized,187.0 fps,1536 GiB,192 vCPUs,EBS only,200 Gigabit,,,,,
R8IB Quadruple Extra Large,r8ib.4xlarge,"386,520.111",Memory optimized,140.0 fps,128 GiB,16 vCPUs,EBS only,Up to 33.33 Gigabit,,,,,
R8IB Eight Extra Large,r8ib.8xlarge,"734,675.136",Memory optimized,194.0 fps,256 GiB,32 vCPUs,EBS only,33.33 Gigabit,,,,,
R8IB 96xlarge,r8ib.96xlarge,"8,830,631.252",Memory optimized,178.0 fps,3072 GiB,384 vCPUs,EBS only,400 Gigabit,,,,,
R8IB Large,r8ib.large,"47,553.002",Memory optimized,20.0 fps,16 GiB,2 vCPUs,EBS only,Up to 16.66 Gigabit,,,,,
R8IB Extra Large,r8ib.xlarge,"97,032.425",Memory optimized,39.0 fps,32 GiB,4 vCPUs,EBS only,Up to 20 Gigabit,,,,,
R8ID 12xlarge Extra Large,r8id.12xlarge,,Memory optimized,,384 GiB,48 vCPUs,2850 GB NVMe SSD,22.5 Gigabit,,,,,
R8ID 16xlarge Extra Large,r8id.16xlarge,,Memory optimized,,512 GiB,64 vCPUs,3800 GB NVMe SSD,30 Gigabit,,,,,
R8ID 24xlarge,r8id.24xlarge,,Memory optimized,,768 GiB,96 vCPUs,5700 GB (2×2850 GB NVMe SSD),40 Gigabit,,,,,
R8ID Double Extra Large,r8id.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,,,,,
R8ID 32xlarge,r8id.32xlarge,,Memory optimized,,1024 GiB,128 vCPUs,7600 GB (2×3800 GB NVMe SSD),50 Gigabit,,,,,
R8ID 48xlarge,r8id.48xlarge,,Memory optimized,,1536 GiB,192 vCPUs,11400 GB (3×3800 GB NVMe SSD),75 Gigabit,,,,,
R8ID Quadruple Extra Large,r8id.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,,,,,
R8ID Eight Extra Large,r8id.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,,,,,
R8ID 96xlarge,r8id.96xlarge,,Memory optimized,,3072 GiB,384 vCPUs,22800 GB (6×3800 GB NVMe SSD),100 Gigabit,,,,,
R8ID Large,r8id.large,,Memory optimized,,16 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,,,,,
R8ID Metal-48xl,r8id.metal-48xl,,Memory optimized,,1536 GiB,192 vCPUs,11400 GB (3×3800 GB NVMe SSD),75 Gigabit,,,,,
R8ID Metal-96xl,r8id.metal-96xl,,Memory optimized,,3072 GiB,384 vCPUs,22800 GB (6×3800 GB NVMe SSD),100 Gigabit,,,,,
R8ID Extra Large,r8id.xlarge,,Memory optimized,,32 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,,,,,
R8IDB 12xlarge Extra Large,r8idb.12xlarge,"1,120,012.445",Memory optimized,276.0 fps,384 GiB,48 vCPUs,2850 GB NVMe SSD,50 Gigabit,,,,,
R8IDB 16xlarge Extra Large,r8idb.16xlarge,"1,518,206.618",Memory optimized,285.0 fps,512 GiB,64 vCPUs,3800 GB NVMe SSD,66.66 Gigabit,,,,,
R8IDB 24xlarge,r8idb.24xlarge,"2,345,849.963",Memory optimized,141.0 fps,768 GiB,96 vCPUs,5700 GB (2×2850 GB NVMe SSD),100 Gigabit,,,,,
R8IDB Double Extra Large,r8idb.2xlarge,"185,945.611",Memory optimized,77.0 fps,64 GiB,8 vCPUs,474 GB NVMe SSD,Up to 26.66 Gigabit,,,,,
R8IDB 32xlarge,r8idb.32xlarge,"3,010,171.086",Memory optimized,304.0 fps,1024 GiB,128 vCPUs,7600 GB (2×3800 GB NVMe SSD),133.33 Gigabit,,,,,
R8IDB 48xlarge,r8idb.48xlarge,"4,517,381.331",Memory optimized,314.0 fps,1536 GiB,192 vCPUs,11400 GB (3×3800 GB NVMe SSD),200 Gigabit,,,,,
R8IDB Quadruple Extra Large,r8idb.4xlarge,"391,309.665",Memory optimized,145.0 fps,128 GiB,16 vCPUs,950 GB NVMe SSD,Up to 33.33 Gigabit,,,,,
R8IDB Eight Extra Large,r8idb.8xlarge,"764,605.153",Memory optimized,204.0 fps,256 GiB,32 vCPUs,1900 GB NVMe SSD,33.33 Gigabit,,,,,
R8IDB 96xlarge,r8idb.96xlarge,"9,041,676.478",Memory optimized,230.0 fps,3072 GiB,384 vCPUs,22800 GB (6×3800 GB NVMe SSD),400 Gigabit,,,,,
R8IDB Large,r8idb.large,"45,325.779",Memory optimized,20.0 fps,16 GiB,2 vCPUs,118 GB NVMe SSD,Up to 16.66 Gigabit,,,,,
R8IDB Extra Large,r8idb.xlarge,"90,764.693",Memory optimized,40.0 fps,32 GiB,4 vCPUs,237 GB NVMe SSD,Up to 20 Gigabit,,,,,
R8IDN 12xlarge Extra Large,r8idn.12xlarge,"1,148,691.768",Memory optimized,242.0 fps,384 GiB,48 vCPUs,2850 GB NVMe SSD,75 Gigabit,,,,,
R8IDN 16xlarge Extra Large,r8idn.16xlarge,"1,545,085.1",Memory optimized,274.0 fps,512 GiB,64 vCPUs,3800 GB NVMe SSD,100 Gigabit,,,,,
R8IDN 24xlarge,r8idn.24xlarge,"2,194,034.967",Memory optimized,278.0 fps,768 GiB,96 vCPUs,5700 GB (2×2850 GB NVMe SSD),150 Gigabit,,,,,
R8IDN Double Extra Large,r8idn.2xlarge,"190,642.625",Memory optimized,77.0 fps,64 GiB,8 vCPUs,474 GB NVMe SSD,Up to 40 Gigabit,,,,,
R8IDN 32xlarge,r8idn.32xlarge,"3,144,963.145",Memory optimized,207.0 fps,1024 GiB,128 vCPUs,7600 GB (2×3800 GB NVMe SSD),200 Gigabit,,,,,
R8IDN 48xlarge,r8idn.48xlarge,"4,316,789.388",Memory optimized,277.0 fps,1536 GiB,192 vCPUs,11400 GB (3×3800 GB NVMe SSD),300 Gigabit,,,,,
R8IDN Quadruple Extra Large,r8idn.4xlarge,"400,367.003",Memory optimized,143.0 fps,128 GiB,16 vCPUs,950 GB NVMe SSD,Up to 50 Gigabit,,,,,
R8IDN Eight Extra Large,r8idn.8xlarge,"768,922.707",Memory optimized,237.0 fps,256 GiB,32 vCPUs,1900 GB NVMe SSD,50 Gigabit,,,,,
R8IDN 96xlarge,r8idn.96xlarge,"8,432,610.486",Memory optimized,283.0 fps,3072 GiB,384 vCPUs,22800 GB (6×3800 GB NVMe SSD),600 Gigabit,,,,,
R8IDN Large,r8idn.large,"46,542.295",Memory optimized,20.0 fps,16 GiB,2 vCPUs,118 GB NVMe SSD,Up to 25 Gigabit,,,,,
R8IDN Extra Large,r8idn.xlarge,"93,321.668",Memory optimized,40.0 fps,32 GiB,4 vCPUs,237 GB NVMe SSD,Up to 30 Gigabit,,,,,
R8IN 12xlarge Extra Large,r8in.12xlarge,"1,205,525.324",Memory optimized,205.0 fps,384 GiB,48 vCPUs,EBS only,75 Gigabit,,,,,
R8IN 16xlarge Extra Large,r8in.16xlarge,"1,583,766.394",Memory optimized,226.0 fps,512 GiB,64 vCPUs,EBS only,100 Gigabit,,,,,
R8IN 24xlarge,r8in.24xlarge,"2,200,320.88",Memory optimized,296.0 fps,768 GiB,96 vCPUs,EBS only,150 Gigabit,,,,,
R8IN Double Extra Large,r8in.2xlarge,"185,722.577",Memory optimized,74.0 fps,64 GiB,8 vCPUs,EBS only,Up to 40 Gigabit,,,,,
R8IN 32xlarge,r8in.32xlarge,"3,151,415.675",Memory optimized,237.0 fps,1024 GiB,128 vCPUs,EBS only,200 Gigabit,,,,,
R8IN 48xlarge,r8in.48xlarge,"4,257,914.287",Memory optimized,321.0 fps,1536 GiB,192 vCPUs,EBS only,300 Gigabit,,,,,
R8IN Quadruple Extra Large,r8in.4xlarge,"376,455.825",Memory optimized,139.0 fps,128 GiB,16 vCPUs,EBS only,Up to 50 Gigabit,,,,,
R8IN Eight Extra Large,r8in.8xlarge,"795,722.989",Memory optimized,230.0 fps,256 GiB,32 vCPUs,EBS only,50 Gigabit,,,,,
R8IN 96xlarge,r8in.96xlarge,"8,889,574.813",Memory optimized,317.0 fps,3072 GiB,384 vCPUs,EBS only,600 Gigabit,,,,,
R8IN Large,r8in.large,"46,818.306",Memory optimized,20.0 fps,16 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,,,,,
R8IN Extra Large,r8in.xlarge,"97,292.038",Memory optimized,39.0 fps,32 GiB,4 vCPUs,EBS only,Up to 30 Gigabit,,,,,
T1 Micro,t1.micro,"23,453.991",Micro instances,,0.613 GiB,1 vCPUs,EBS only,Very Low,$0.025 hourly,$0.017 hourly,$0.005 hourly,$0.035 hourly,$0.025 hourly
T2 Double Extra Large,t2.2xlarge,"165,917.732",General purpose,59.0 fps,32 GiB,8 vCPUs (4h 4.799999999999983m burst),EBS only,Moderate,$0.4416 hourly,$0.321 hourly,$0.1438 hourly,$0.5036 hourly,$0.383 hourly
T2 Large,t2.large,"44,120.891",General purpose,17.0 fps,8 GiB,2 vCPUs (7h 12m burst),EBS only,Low to Moderate,$0.1104 hourly,$0.0803 hourly,$0.0321 hourly,$0.1384 hourly,$0.1083 hourly
T2 Medium,t2.medium,"41,050.903",General purpose,,4 GiB,2 vCPUs (4h 48m burst),EBS only,Low to Moderate,$0.0552 hourly,$0.0401 hourly,$0.0194 hourly,$0.0732 hourly,$0.0581 hourly
T2 Micro,t2.micro,"22,258.495",General purpose,,1 GiB,1 vCPUs (2h 24m burst),EBS only,Low to Moderate,$0.0138 hourly,$0.01 hourly,$0.0029 hourly,$0.0184 hourly,$0.0146 hourly
T2 Nano,t2.nano,"20,638.415",General purpose,,0.5 GiB,1 vCPUs (1h 12m burst),EBS only,Low to Moderate,$0.0069 hourly,$0.005 hourly,,$0.0092 hourly,$0.0073 hourly
T2 Small,t2.small,"22,166.396",General purpose,,2 GiB,1 vCPUs (4h 48m burst),EBS only,Low to Moderate,$0.0276 hourly,$0.0201 hourly,$0.0098 hourly,$0.0368 hourly,$0.0293 hourly
T2 Extra Large,t2.xlarge,"74,985.94",General purpose,28.0 fps,16 GiB,4 vCPUs (5h 24m burst),EBS only,Moderate,$0.2208 hourly,$0.1605 hourly,$0.072 hourly,$0.2618 hourly,$0.2015 hourly
T3 Double Extra Large,t3.2xlarge,"113,426.911",General purpose,45.0 fps,32 GiB,8 vCPUs (9h 36m burst),EBS only,Up to 5 Gigabit,$0.3968 hourly,$0.25 hourly,$0.1199 hourly,$0.544 hourly,$0.3972 hourly
T3 Large,t3.large,"27,292.576",General purpose,9.9 fps,8 GiB,2 vCPUs (7h 12m burst),EBS only,Up to 5 Gigabit,$0.0992 hourly,$0.0625 hourly,$0.0357 hourly,$0.1268 hourly,$0.0901 hourly
